"id";"photo";"web_name";"team_code";"status";"code";"first_name";"second_name";"squad_number";"news";"now_cost";"chance_of_playing_this_round";"chance_of_playing_next_round";"value_form";"value_season";"cost_change_start";"cost_change_event";"cost_change_start_fall";"cost_change_event_fall";"in_dreamteam";"dreamteam_count";"selected_by_percent";"form";"transfers_out";"transfers_in";"transfers_out_event";"transfers_in_event";"loans_in";"loans_out";"loaned_in";"loaned_out";"total_points";"event_points";"points_per_game";"ep_this";"ep_next";"special";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"own_goals";"element_type";"team";"dato";"navn";"posisjon";"team_navn"
164;"62816.jpg";"Riku Riski";307;"a";62816;"Riku";"Riski";24;"";68;NA;NA;"0.0";"10.3";-2;-1;2;1;FALSE;1;6,3;"0.0";7379;7549;20;0;0;0;0;0;70;0;"3.2";"0.0";"0.0";FALSE;1611;2;3;9;24;0;0;3;0;0;5;0;3;7;2017-11-16;"Riku Riski";"Midtbane";"ODD"
165;"39723.jpg";"Diouf";307;"a";39723;"Pape Pate";"Diouf";27;"";73;NA;NA;"0.0";"3.3";-2;0;2;0;FALSE;0;1,5;"0.0";1255;90;0;0;0;0;0;0;24;0;"1.8";"0.0";"0.0";FALSE;660;1;0;3;6;0;0;3;0;0;1;0;3;7;2017-11-16;"Pape Pate Diouf";"Midtbane";"ODD"
166;"34339.jpg";"Occean";307;"a";34339;"Olivier";"Occean";10;"";95;NA;NA;"0.2";"5.7";-5;0;5;0;FALSE;0;3,9;"1.7";4844;2438;7;0;0;0;0;0;54;0;"2.5";"2.0";"2.0";FALSE;1367;2;3;6;19;0;0;2;0;0;5;0;4;7;2017-11-16;"Olivier Occean";"Angrep";"ODD"
167;"221242.jpg";"Haugen";307;"a";221242;"Sigurd";"Haugen";15;"";47;NA;NA;"0.9";"6.6";-3;0;3;0;FALSE;0;0,5;"4.3";273;260;15;8;0;0;0;0;31;2;"2.1";"4.0";"4.0";FALSE;764;2;1;1;13;0;0;0;0;0;0;0;4;7;2017-11-16;"Sigurd Haugen";"Angrep";"ODD"
168;"88374.jpg";"Agdestein";307;"a";88374;"Torbjorn";"Agdestein";9;"";75;NA;NA;"0.0";"1.3";-5;0;5;0;FALSE;0;2,5;"0.0";2378;131;0;0;0;0;0;0;10;0;"1.4";"0.0";"0.0";FALSE;294;0;0;0;4;0;0;0;0;0;0;0;4;7;2017-11-16;"Torbjorn Agdestein";"Angrep";"ODD"
169;"61984.jpg";"Hansen";197;"a";61984;"André";"Hansen";1;"";55;NA;NA;"1.0";"19.8";0;0;0;0;FALSE;4;31,6;"5.3";8547;8411;68;106;0;0;0;0;109;0;"4.5";"5.0";"5.0";FALSE;2129;0;0;10;16;0;0;0;0;71;9;0;1;8;2017-11-16;"André Hansen";"Keeper";"RBK"
170;"95513.jpg";"Østbø";197;"a";95513;"Arild";"Østbø";24;"";48;NA;NA;"0.1";"5.6";-2;0;2;0;FALSE;1;0,3;"0.3";315;235;0;4;0;0;0;0;27;1;"5.4";"0.0";"0.0";FALSE;391;0;0;3;3;0;0;0;0;15;3;0;1;8;2017-11-16;"Arild Østbø";"Keeper";"RBK"
171;"217243.jpg";"Lund";197;"u";217243;"Julian";"Faye Lund";33;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";48;1;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;8;2017-11-16;"Julian Faye Lund";"Keeper";"RBK"
172;"56002.jpg";"Reginiussen";197;"a";56002;"Tore";"Reginiussen";4;"";60;NA;NA;"0.3";"15.8";0;0;0;0;FALSE;1;25,5;"2.0";11228;10763;100;79;0;0;0;0;95;0;"4.1";"2.0";"2.0";FALSE;1966;0;1;11;14;0;0;2;0;0;9;1;2;8;2017-11-16;"Tore Reginiussen";"Forsvar";"RBK"
173;"61885.jpg";"Bjørdal";197;"a";61885;"Johan";"Bjørdal";14;"";51;NA;NA;"0.5";"8.0";-4;0;4;0;FALSE;1;0,9;"2.7";787;172;4;0;0;0;0;0;41;1;"2.4";"3.0";"3.0";FALSE;1137;0;1;3;12;0;0;0;0;0;0;0;2;8;2017-11-16;"Johan Bjørdal";"Forsvar";"RBK"
174;"63800.jpg";"Skjelvik";197;"a";63800;"Jørgen";"Skjelvik";16;"";57;NA;NA;"0.4";"14.7";-3;0;3;0;FALSE;0;7,4;"2.3";3729;1870;27;22;0;0;0;0;84;1;"4.2";"2.0";"2.0";FALSE;1745;0;2;10;12;0;0;0;0;0;1;0;2;8;2017-11-16;"Jørgen Skjelvik";"Forsvar";"RBK"
175;"193761.jpg";"Gersbach";197;"a";193761;"Alex";"Gersbach";20;"";48;NA;NA;"0.8";"10.2";-7;0;7;0;FALSE;0;1;"3.7";962;323;2;2;0;0;0;0;49;0;"3.5";"4.0";"4.0";FALSE;974;0;1;6;6;0;0;2;0;0;1;0;2;8;2017-11-16;"Alex Gersbach";"Forsvar";"RBK"
176;"205454.jpg";"Rasmussen";197;"a";205454;"Jacob";"Rasmussen";5;"";51;NA;NA;"0.5";"5.3";-4;0;4;0;FALSE;1;0,6;"2.3";375;126;0;4;0;0;0;0;27;1;"3.4";"2.0";"2.0";FALSE;632;0;0;3;6;0;0;1;0;0;3;0;2;8;2017-11-16;"Jacob Rasmussen";"Forsvar";"RBK"
177;"216168.jpg";"Dahl Reitan";197;"u";216168;"Erlend";"Dahl Reitan";32;"Utlånt";46;0;0;"0.0";"0.2";-4;0;4;0;FALSE;0;0,2;"0.0";173;9;0;0;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;1;0;0;0;0;0;0;0;0;0;0;0;2;8;2017-11-16;"Erlend Dahl Reitan";"Forsvar";"RBK"
178;"197498.jpg";"Meling";197;"a";197498;"Birger";"Meling";3;"";64;NA;NA;"0.4";"9.7";-1;0;1;0;FALSE;1;3,7;"2.3";2880;2147;8;58;0;0;0;0;62;1;"3.4";"2.0";"2.0";FALSE;1505;0;1;7;12;0;0;3;1;0;3;0;2;8;2017-11-16;"Birger Meling";"Forsvar";"RBK"
179;"54375.jpg";"A Konradsen";197;"a";54375;"Anders";"Konradsen";8;"";68;NA;NA;"0.1";"9.0";-2;0;2;0;FALSE;0;3,7;"0.7";3211;1146;11;2;0;0;0;0;61;0;"2.9";"1.0";"1.0";FALSE;1454;3;1;8;10;0;0;2;0;0;1;0;3;8;2017-11-16;"Anders Konradsen";"Midtbane";"RBK"
180;"61830.jpg";"Helland";197;"a";61830;"Pål";"Helland";23;"";110;NA;NA;"0.3";"10.7";0;1;0;-1;FALSE;4;23,1;"3.7";15666;9524;59;103;0;0;0;0;117;2;"5.6";"4.0";"4.0";FALSE;1538;6;10;10;10;0;0;1;0;0;10;0;3;8;2017-11-16;"Pål Helland";"Midtbane";"RBK"
181;"69893.jpg";"Jensen";197;"a";69893;"Mike";"Jensen";7;"";102;NA;NA;"0.4";"10.6";-3;0;3;0;FALSE;2;18,6;"3.7";12042;7147;45;13;0;0;0;0;108;2;"4.0";"4.0";"4.0";FALSE;2137;1;10;11;14;0;0;3;0;0;16;0;3;8;2017-11-16;"Mike Jensen";"Midtbane";"RBK"
182;"83510.jpg";"Thorarinsson";197;"u";83510;"Gudmundur";"Thorarinsson";NA;"Solgt til Norrköping";60;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0;"0.0";0;0;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2017-11-16;"Gudmundur Thorarinsson";"Midtbane";"RBK"
183;"86463.jpg";"Stamnestrø";197;"i";86463;"Magnus";"Stamnestrø";18;"Kneskade - ute på ubestemt tid";53;NA;NA;"0.0";"0.0";-2;0;2;0;FALSE;0;0;"0.0";52;4;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2017-11-16;"Magnus Stamnestrø";"Midtbane";"RBK"
184;"87100.jpg";"Midtsjø";197;"u";87100;"Fredrik";"Midtsjø";21;"Solgt til AZ";81;0;0;"0.0";"8.8";-4;0;4;0;FALSE;0;13;"0.0";16950;6972;34;0;0;0;0;0;71;0;"3.5";"0.0";"0.0";FALSE;1555;2;5;6;13;0;0;2;0;0;5;0;3;8;2017-11-16;"Fredrik Midtsjø";"Midtbane";"RBK"
185;"95519.jpg";"de Lanlay";197;"i";95519;"Yann-Erik";"de Lanlay";11;"Kneskade - Sjanse for å spille: 0%";83;NA;NA;"0.0";"1.3";-2;0;2;0;FALSE;0;0,5;"0.0";1132;463;0;0;0;0;0;0;11;0;"1.4";"0.0";"0.0";FALSE;330;0;0;1;2;0;0;0;0;0;0;0;3;8;2017-11-16;"Yann-Erik de Lanlay";"Midtbane";"RBK"
186;"95581.jpg";"Rashani";307;"a";95581;"Elbasan";"Rashani";11;"";77;NA;NA;"0.4";"7.0";-3;0;3;0;FALSE;1;0,8;"3.0";852;817;27;1;0;0;0;0;54;1;"2.8";"3.0";"3.0";FALSE;1090;2;3;4;19;0;0;4;0;0;4;0;3;7;2017-11-16;"Elbasan Rashani";"Midtbane";"ODD"
187;"141176.jpg";"Jevtovic";197;"a";141176;"Milan";"Jevtovic";26;"";78;NA;NA;"0.3";"13.1";3;-1;-3;1;FALSE;4;16;"2.3";22313;27343;142;16;0;0;0;0;102;1;"4.3";"2.0";"2.0";FALSE;1460;9;3;8;13;0;0;2;1;0;5;0;3;8;2017-11-16;"Milan Jevtovic";"Midtbane";"RBK"
188;"179306.jpg";"Lundemo";197;"a";179306;"Marius";"Lundemo";25;"";64;NA;NA;"0.3";"6.6";-1;0;1;0;FALSE;0;0,2;"2.0";178;71;1;0;0;0;0;0;42;0;"2.3";"2.0";"2.0";FALSE;1343;0;1;9;9;0;0;2;0;0;0;0;3;8;2017-11-16;"Marius Lundemo";"Midtbane";"RBK"
189;"184368.jpg";"Sæter";278;"a";184368;"John Hou";"Sæter";NA;"";48;NA;NA;"0.1";"3.3";-2;0;2;0;FALSE;0;0,2;"0.3";122;158;2;0;0;0;0;0;16;1;"2.3";"0.0";"0.0";FALSE;378;1;0;0;7;0;0;1;0;0;1;0;3;12;2017-11-16;"John Hou Sæter";"Midtbane";"STB"
190;"55896.jpg";"Vilhjálmsson";197;"i";55896;"Matthías";"Vilhjálmsson";10;"Kneskade - Ute resten av sesongen";76;NA;NA;"0.0";"9.7";-9;0;9;0;FALSE;2;2,5;"0.0";6671;6153;8;0;0;0;0;0;74;0;"4.1";"0.0";"0.0";FALSE;1035;7;4;3;11;0;0;2;0;0;9;0;4;8;2017-11-16;"Matthías Vilhjálmsson";"Angrep";"RBK"
191;"81888.jpg";"Bakenga";310;"i";81888;"Mushaga";"Bakenga";NA;"Strekk - Sjanse for å spille: 0%";98;NA;NA;"0.2";"4.2";-7;-1;7;1;FALSE;1;2,2;"2.0";3278;1209;35;0;0;0;0;0;42;0;"2.3";"2.0";"2.0";FALSE;948;4;0;3;17;0;0;2;0;0;0;0;4;14;2017-11-16;"Mushaga Bakenga";"Angrep";"TIL"
192;"200813.jpg";"Helmersen";197;"a";200813;"Andreas";"Helmersen";19;"";43;NA;NA;"0.1";"0.2";-2;0;2;0;FALSE;0;0,1;"0.3";46;6;0;0;0;0;0;0;1;1;"1.0";"0.0";"0.0";FALSE;6;0;0;0;0;0;0;0;0;0;0;0;4;8;2017-11-16;"Andreas Helmersen";"Angrep";"RBK"
193;"55746.jpg";"Hedenstad";197;"a";55746;"Vegar";"Hedenstad";2;"";74;NA;NA;"0.5";"16.1";9;0;-9;0;TRUE;1;23,1;"3.7";8512;13861;308;150;0;0;0;0;119;0;"4.6";"4.0";"4.0";FALSE;2207;2;5;11;16;0;0;3;0;0;3;0;2;8;2017-11-16;"Vegar Hedenstad";"Forsvar";"RBK"
194;"27697.jpg";"Bendtner";197;"a";27697;"Nicklas";"Bendtner";9;"";131;NA;NA;"0.5";"10.8";6;1;-6;-1;TRUE;6;44,4;"7.0";18688;18129;19;225;0;0;0;0;142;6;"5.3";"7.0";"7.0";FALSE;2237;18;1;13;15;0;0;4;0;0;21;1;4;8;2017-11-16;"Nicklas Bendtner";"Angrep";"RBK"
195;"96134.jpg";"Øvretveit";3334;"a";96134;"Øystein";"Øvretveit";12;"";38;NA;NA;"0.0";"0.0";-2;0;2;0;FALSE;0;2,3;"0.0";481;553;3;28;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;9;2017-11-16;"Øystein Øvretveit";"Keeper";"SAN"
196;"97669.jpg";"Jónsson";3334;"a";97669;"Ingvar";"Jónsson";1;"";47;NA;NA;"0.6";"22.1";2;0;-2;0;FALSE;1;3,7;"3.0";686;2656;10;63;0;0;0;0;104;6;"3.7";"3.0";"3.0";FALSE;2520;0;0;8;45;2;0;2;0;77;5;0;1;9;2017-11-16;"Ingvar Jónsson";"Keeper";"SAN"
197;"27772.jpg";"Gabrielsen";3334;"a";27772;"Alexander";"Gabrielsen";5;"";42;NA;NA;"0.0";"1.2";-3;0;3;0;FALSE;0;0,3;"0.0";232;8;0;0;0;0;0;0;5;0;"1.0";"0.0";"0.0";FALSE;105;0;0;0;3;0;0;0;0;0;0;0;2;9;2017-11-16;"Alexander Gabrielsen";"Forsvar";"SAN"
198;"95529.jpg";"Grorud";3334;"a";95529;"Lars";"Grorud";2;"";42;NA;NA;"0.2";"3.8";-3;0;3;0;FALSE;0;0,1;"0.7";107;7;0;0;0;0;0;0;16;1;"1.6";"1.0";"1.0";FALSE;617;0;0;1;10;0;0;1;0;0;0;0;2;9;2017-11-16;"Lars Grorud";"Forsvar";"SAN"
199;"164630.jpg";"Olsen Solberg";3334;"a";164630;"Joachim";"Olsen Solberg";17;"";47;NA;NA;"0.6";"21.3";2;0;-2;0;FALSE;2;7;"3.0";2898;6579;25;91;0;0;0;0;100;6;"3.8";"3.0";"3.0";FALSE;2299;2;6;8;40;0;0;4;0;0;5;1;2;9;2017-11-16;"Joachim Olsen Solberg";"Forsvar";"SAN"
200;"247787.jpg";"Jablinski";3334;"u";247787;"Kevin";"Jablinski";20;"Utlånt til Raufoss";38;0;0;"0.0";"0.3";-2;0;2;0;FALSE;0;0,7;"0.0";390;43;1;0;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;33;0;0;0;1;0;0;0;0;0;0;0;2;9;2017-11-16;"Kevin Jablinski";"Forsvar";"SAN"
201;"202252.jpg";"Hansen";3334;"a";202252;"Christer";"Hansen";4;"";45;NA;NA;"0.4";"15.8";0;0;0;0;FALSE;1;0,3;"2.0";123;110;2;1;0;0;0;0;71;6;"2.6";"2.0";"2.0";FALSE;2359;0;0;8;42;0;0;4;1;0;7;0;2;9;2017-11-16;"Christer Hansen";"Forsvar";"SAN"
202;"225872.jpg";"Gana Kane";3334;"a";225872;"El-Hadji";"Gana Kane";16;"";40;NA;NA;"0.1";"12.0";0;0;0;0;FALSE;0;2,5;"0.3";1270;1871;10;1;0;0;0;0;48;1;"2.5";"0.0";"0.0";FALSE;1619;0;0;6;32;0;0;3;0;0;2;0;2;9;2017-11-16;"El-Hadji Gana Kane";"Forsvar";"SAN"
203;"245741.jpg";"Seck";3334;"a";245741;"Abdoulaye";"Seck";3;"";50;NA;NA;"0.1";"18.6";10;-1;-10;1;FALSE;4;18,7;"0.3";6487;18196;264;7;0;0;0;0;95;0;"3.7";"0.0";"0.0";FALSE;2194;3;2;6;42;0;0;3;0;0;14;0;2;9;2017-11-16;"Abdoulaye Seck";"Forsvar";"SAN"
204;"47608.jpg";"Bendiksen";3334;"i";47608;"Thomas";"Bendiksen";7;"Sykdom - Sjanse for å spille: 0%";51;NA;NA;"0.0";"0.0";-4;0;4;0;FALSE;0;0,3;"0.0";424;20;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;9;2017-11-16;"Thomas Bendiksen";"Midtbane";"SAN"
205;"56430.jpg";"Vallés";3334;"a";56430;"Enric";"Vallés";15;"";43;NA;NA;"0.5";"12.6";-2;0;2;0;FALSE;0;1,2;"2.3";1039;1139;4;4;0;0;0;0;54;3;"2.3";"2.0";"2.0";FALSE;2020;0;1;5;39;0;0;4;0;0;5;0;3;9;2017-11-16;"Enric Vallés";"Midtbane";"SAN"
206;"62002.jpg";"Storbaek";3334;"a";62002;"Håvard";"Storbaek";9;"";56;NA;NA;"0.4";"17.3";1;0;-1;0;FALSE;2;6,1;"2.0";5128;7982;59;4;0;0;0;0;97;2;"3.9";"2.0";"2.0";FALSE;2250;3;5;8;37;0;0;4;0;0;13;0;3;9;2017-11-16;"Håvard Storbaek";"Midtbane";"SAN"
207;"62040.jpg";"Mjelde";3334;"a";62040;"Erik";"Mjelde";8;"";57;NA;NA;"0.1";"6.5";-3;0;3;0;FALSE;1;0,6;"0.7";1009;58;2;0;0;0;0;0;37;0;"2.3";"1.0";"1.0";FALSE;667;2;1;3;10;0;0;0;0;0;1;0;3;9;2017-11-16;"Erik Mjelde";"Midtbane";"SAN"
208;"178436.jpg";"Morer Vicente";3334;"a";178436;"Pau";"Morer Vicente";6;"";51;NA;NA;"0.8";"18.0";1;0;-1;0;FALSE;3;1,4;"4.0";1074;1759;5;11;0;0;0;0;92;10;"3.5";"4.0";"4.0";FALSE;2056;4;2;10;31;0;0;4;0;0;11;0;3;9;2017-11-16;"Pau Morer Vicente";"Midtbane";"SAN"
209;"202250.jpg";"Sødlund";3334;"a";202250;"Andrè";"Sødlund";22;"";46;NA;NA;"0.8";"18.9";1;-1;-1;1;FALSE;1;3,4;"3.7";2250;3350;25;25;0;0;0;0;87;7;"3.2";"4.0";"4.0";FALSE;1960;5;2;5;42;0;0;1;0;0;5;0;3;9;2017-11-16;"Andrè Sødlund";"Midtbane";"SAN"
210;"202260.jpg";"Kurtovic";3334;"a";202260;"William";"Kurtovic";18;"";47;NA;NA;"0.1";"6.0";-3;0;3;0;FALSE;0;0,6;"0.3";340;119;0;0;0;0;0;0;28;1;"1.5";"0.0";"0.0";FALSE;949;0;0;4;18;0;0;4;0;0;0;0;3;9;2017-11-16;"William Kurtovic";"Midtbane";"SAN"
211;"35220.jpg";"Kovács";3334;"u";35220;"Peter";"Kovács";10;"Signert for Arendal";49;0;0;"0.0";"0.4";-6;0;6;0;FALSE;0;1,3;"0.0";1509;43;0;0;0;0;0;0;2;0;"1.0";"0.0";"0.0";FALSE;14;0;0;0;2;0;0;0;0;0;0;0;4;9;2017-11-16;"Peter Kovács";"Angrep";"SAN"
212;"88564.jpg";"Kastrati";3334;"i";88564;"Flamur";"Kastrati";11;"Strekk - Sjanse for å spille: 0%";61;NA;NA;"0.2";"13.9";1;0;-1;0;FALSE;1;4,9;"1.3";6985;8289;88;1;0;0;0;0;85;0;"3.5";"1.0";"1.0";FALSE;1636;9;2;6;30;0;0;7;0;0;9;0;4;9;2017-11-16;"Flamur Kastrati";"Angrep";"SAN"
213;"161274.jpg";"Lorentzen";3334;"a";161274;"Håkon";"Lorentzen";21;"";42;NA;NA;"0.0";"2.6";-3;0;3;0;FALSE;0;0,8;"0.0";679;355;4;0;0;0;0;0;11;0;"1.6";"0.0";"0.0";FALSE;156;1;0;0;1;0;0;0;0;0;0;0;4;9;2017-11-16;"Håkon Lorentzen";"Angrep";"SAN"
